Mod:Item:MetaData, Localized Name
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:465, P2P Tunnel - EU
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
baubles:ring:0, Miner's Ring
thaumcraft:thaumonomicon:0, Thaumonomicon
thaumcraft:curio:0, Arcane Curiosity
thaumcraft:curio:1, Preserved Curiosity
thaumcraft:curio:2, Ancient Curiosity
thaumcraft:curio:3, Eldritch Curiosity
thaumcraft:curio:4, Illuminating Curiosity
thaumcraft:curio:5, Twisted Curiosity
thaumcraft:curio:6, Crimson Rites
thaumcraft:loot_bag:0, Common Treasure
thaumcraft:loot_bag:1, Uncommon Treasure
thaumcraft:loot_bag:2, Rare Treasure
thaumcraft:primordial_pearl, item.primordial_pearl.name
thaumcraft:pech_wand, Pech Wand
thaumcraft:celestial_notes:0, Celestial Notes
thaumcraft:celestial_notes:1, Celestial Notes
thaumcraft:celestial_notes:2, Celestial Notes
thaumcraft:celestial_notes:3, Celestial Notes
thaumcraft:celestial_notes:4, Celestial Notes
thaumcraft:celestial_notes:5, Celestial Notes
thaumcraft:celestial_notes:6, Celestial Notes
thaumcraft:celestial_notes:7, Celestial Notes
thaumcraft:celestial_notes:8, Celestial Notes
thaumcraft:celestial_notes:9, Celestial Notes
thaumcraft:celestial_notes:10, Celestial Notes
thaumcraft:celestial_notes:11, Celestial Notes
thaumcraft:celestial_notes:12, Celestial Notes
thaumcraft:amber, Amber
thaumcraft:quicksilver, Quicksilver
thaumcraft:ingot:0, Thaumium Ingot
thaumcraft:ingot:1, Void Metal Ingot
thaumcraft:ingot:2, Alchemical Brass Ingot
thaumcraft:nugget:0, Iron Nugget
thaumcraft:nugget:1, Copper Nugget
thaumcraft:nugget:2, Tin Nugget
thaumcraft:nugget:3, Silver Nugget
thaumcraft:nugget:4, Lead Nugget
thaumcraft:nugget:5, Quicksilver Drop
thaumcraft:nugget:6, Thaumium Nugget
thaumcraft:nugget:7, Void Metal Nugget
thaumcraft:nugget:8, Alchemical Brass Nugget
thaumcraft:nugget:9, Quartz Sliver
thaumcraft:nugget:10, Rare Earths
thaumcraft:cluster:0, Native Iron Cluster
thaumcraft:cluster:1, Native Gold Cluster
thaumcraft:cluster:2, Native Copper Cluster
thaumcraft:cluster:3, Native Tin Cluster
thaumcraft:cluster:4, Native Silver Cluster
thaumcraft:cluster:5, Native Lead Cluster
thaumcraft:cluster:6, Native Cinnabar Cluster
thaumcraft:cluster:7, Native Quartz Cluster
thaumcraft:fabric, Enchanted Fabric
thaumcraft:vis_resonator, Vis Resonator
thaumcraft:tallow, Magic Tallow
thaumcraft:mechanism_simple, Simple Arcane Mechanism
thaumcraft:mechanism_complex, Complex Arcane Mechanism
thaumcraft:plate:0, Brass Plate
thaumcraft:plate:1, Iron Plate
thaumcraft:plate:2, Thaumium Plate
thaumcraft:plate:3, Void Metal Plate
thaumcraft:filter, Essentia Filter
thaumcraft:morphic_resonator, Morphic Resonator
thaumcraft:salis_mundus, Salis Mundus
thaumcraft:mirrored_glass, Mirrored Glass
thaumcraft:void_seed, Void Seed
thaumcraft:mind:0, Clockwork Mind
thaumcraft:mind:1, Biothaumic Mind
thaumcraft:module:0, Vision Module
thaumcraft:module:1, Aggression Module
thaumcraft:crystal_essence, %s Vis Crystal
thaumcraft:chunk:0, Beef Nugget
thaumcraft:chunk:1, Chicken Nugget
thaumcraft:chunk:2, Pork Nugget
thaumcraft:chunk:3, Fish Nugget
thaumcraft:chunk:4, Rabbit Nugget
thaumcraft:chunk:5, Mutton Nugget
thaumcraft:triple_meat_treat, Triple Meat Treat
thaumcraft:brain, Zombie Brain
thaumcraft:label:0, Blank Label
thaumcraft:phial:0, Glass Phial
thaumcraft:phial:1, Phial of Aer Essentia
thaumcraft:phial:1, Phial of Terra Essentia
thaumcraft:phial:1, Phial of Ignis Essentia
thaumcraft:phial:1, Phial of Aqua Essentia
thaumcraft:phial:1, Phial of Ordo Essentia
thaumcraft:phial:1, Phial of Perditio Essentia
thaumcraft:phial:1, Phial of Vacuos Essentia
thaumcraft:phial:1, Phial of Lux Essentia
thaumcraft:phial:1, Phial of Motus Essentia
thaumcraft:phial:1, Phial of Gelum Essentia
thaumcraft:phial:1, Phial of Vitreus Essentia
thaumcraft:phial:1, Phial of Metallum Essentia
thaumcraft:phial:1, Phial of Victus Essentia
thaumcraft:phial:1, Phial of Mortuus Essentia
thaumcraft:phial:1, Phial of Potentia Essentia
thaumcraft:phial:1, Phial of Permutatio Essentia
thaumcraft:phial:1, Phial of Praecantatio Essentia
thaumcraft:phial:1, Phial of Auram Essentia
thaumcraft:phial:1, Phial of Alkimia Essentia
thaumcraft:phial:1, Phial of Vitium Essentia
thaumcraft:phial:1, Phial of Tenebrae Essentia
thaumcraft:phial:1, Phial of Alienis Essentia
thaumcraft:phial:1, Phial of Volatus Essentia
thaumcraft:phial:1, Phial of Herba Essentia
thaumcraft:phial:1, Phial of Instrumentum Essentia
thaumcraft:phial:1, Phial of Fabrico Essentia
thaumcraft:phial:1, Phial of Machina Essentia
thaumcraft:phial:1, Phial of Vinculum Essentia
thaumcraft:phial:1, Phial of Spiritus Essentia
thaumcraft:phial:1, Phial of Cognitio Essentia
thaumcraft:phial:1, Phial of Sensus Essentia
thaumcraft:phial:1, Phial of Aversio Essentia
thaumcraft:phial:1, Phial of Praemunio Essentia
thaumcraft:phial:1, Phial of Desiderium Essentia
thaumcraft:phial:1, Phial of Exanimis Essentia
thaumcraft:phial:1, Phial of Bestia Essentia
thaumcraft:phial:1, Phial of Humanus Essentia
thaumcraft:alumentum:0, Alumentum
thaumcraft:jar_brace, Brass Lid Brace
thaumcraft:bottle_taint, Bottle of Taint
thaumcraft:sanity_soap, Sanitizing Soap
thaumcraft:bath_salts, Purifying Bath Salts
thaumcraft:turret:0, Automated Crossbow
thaumcraft:turret:1, Advanced Automated Crossbow
thaumcraft:turret:2, Arcane Bore
thaumcraft:causality_collapser, Causality Collapser
thaumcraft:scribing_tools, Scribing Tools
thaumcraft:thaumometer, Thaumometer
thaumcraft:resonator, Essentia Resonator
thaumcraft:sanity_checker, Sanity Checker
thaumcraft:hand_mirror, Magic Hand Mirror
thaumcraft:thaumium_axe, Thaumium Axe
thaumcraft:thaumium_sword, Thaumium Sword
thaumcraft:thaumium_shovel, Thaumium Shovel
thaumcraft:thaumium_pick, Thaumium Pickaxe
thaumcraft:thaumium_hoe, Thaumium Hoe
thaumcraft:void_axe, Void Axe
thaumcraft:void_sword, Void Sword
thaumcraft:void_shovel, Void Shovel
thaumcraft:void_pick, Void Pickaxe
thaumcraft:void_hoe, Void Hoe
thaumcraft:elemental_axe, Axe of the Stream
thaumcraft:elemental_sword, Sword of the Zephyr
thaumcraft:elemental_shovel, Shovel of the Earthmover
thaumcraft:elemental_pick, Pickaxe of the Core
thaumcraft:elemental_hoe, Hoe of Growth
thaumcraft:primal_crusher, Primal Crusher
thaumcraft:crimson_blade, Crimson Blade
thaumcraft:grapple_gun, Arcane Grappler
thaumcraft:grapple_gun_tip, Grappler Head
thaumcraft:grapple_gun_spool, Grappler Spool
thaumcraft:goggles, Goggles of Revealing
thaumcraft:thaumium_helm, Thaumium Helm
thaumcraft:thaumium_chest, Thaumium Chestplate
thaumcraft:thaumium_legs, Thaumium Leggings
thaumcraft:thaumium_boots, Thaumium Boots
thaumcraft:cloth_chest, Thaumaturge's Robe
thaumcraft:cloth_legs, Thaumaturge's Leggings
thaumcraft:cloth_boots, Thaumaturge's Boots
thaumcraft:traveller_boots, Boots of the Traveller
thaumcraft:fortress_helm, Thaumium Fortress Helm
thaumcraft:fortress_chest, Thaumium Fortress Cuirass
thaumcraft:fortress_legs, Thaumium Fortress Thigh Guards
thaumcraft:void_helm, Void Helm
thaumcraft:void_chest, Void Chestplate
thaumcraft:void_legs, Void Leggings
thaumcraft:void_boots, Void Boots
thaumcraft:void_robe_helm, Void Thaumaturge Hood
thaumcraft:void_robe_chest, Void Thaumaturge Robe
thaumcraft:void_robe_legs, Void Thaumaturge Leggings
thaumcraft:crimson_plate_helm, Crimson Cult Helm
thaumcraft:crimson_plate_chest, Crimson Cult Chestplate
thaumcraft:crimson_plate_legs, Crimson Cult Greaves
thaumcraft:crimson_boots, Crimson Cult Boots
thaumcraft:crimson_robe_helm, Crimson Cult Hood
thaumcraft:crimson_robe_chest, Crimson Cult Robe
thaumcraft:crimson_robe_legs, Crimson Cult Leggings
thaumcraft:crimson_praetor_helm, Crimson Praetor Helm
thaumcraft:crimson_praetor_chest, Crimson Praetor Chestplate
thaumcraft:crimson_praetor_legs, Crimson Praetor Greaves
thaumcraft:baubles:0, Mundane Amulet
thaumcraft:baubles:1, Mundane Ring
thaumcraft:baubles:2, Mundane Belt
thaumcraft:baubles:3, Apprentice's Ring
thaumcraft:baubles:4, Fancy Amulet
thaumcraft:baubles:5, Fancy Ring
thaumcraft:baubles:6, Fancy Belt
thaumcraft:amulet_vis:0, Vis Stone
thaumcraft:amulet_vis:1, Amulet of Vis
thaumcraft:verdant_charm, Verdant Heart Charm
thaumcraft:curiosity_band, Headband of Curiosity
thaumcraft:voidseer_charm, Voidseer's Pearl
thaumcraft:cloud_ring, Cloudstepper Ring
thaumcraft:charm_undying, Charm of Undying
thaumcraft:creative_flux_sponge, Flux Sponge
thaumcraft:enchanted_placeholder, Any enchanted item
thaumcraft:caster_basic, Caster's Gauntlet 
thaumcraft:focus_1, Blank Lesser Focus
thaumcraft:focus_2, Blank Advanced Focus
thaumcraft:focus_3, Blank Greater Focus
thaumcraft:focus_pouch, Focus Pouch
thaumcraft:golem_bell, Golemancer's Bell
thaumcraft:golem, Golem
thaumcraft:seal:0, Blank Seal
thaumcraft:seal:1, Control Seal: Collect
thaumcraft:seal:2, Advanced Control Seal: Collect
thaumcraft:seal:3, Control Seal: Store
thaumcraft:seal:4, Advanced Control Seal: Store
thaumcraft:seal:5, Control Seal: Empty
thaumcraft:seal:6, Advanced Control Seal: Empty
thaumcraft:seal:7, Control Seal: Harvest
thaumcraft:seal:8, Control Seal: Butcher
thaumcraft:seal:9, Control Seal: Guard
thaumcraft:seal:10, Advanced Control Seal: Guard
thaumcraft:seal:11, Control Seal: Lumberjack
thaumcraft:seal:12, Control Seal: Block Breaker
thaumcraft:seal:13, Control Seal: Use
thaumcraft:seal:14, Control Seal: Provide
thaumcraft:seal:15, Control Seal: Stock
thaumcraft:seal:16, Control Seal: Advanced Block Breaker
twilightforest:naga_scale, Naga Scale
twilightforest:naga_chestplate, Naga Scale Tunic
twilightforest:naga_leggings, Naga Scale Leggings
twilightforest:twilight_scepter, Scepter of Twilight
twilightforest:lifedrain_scepter, Scepter of Life Draining
twilightforest:zombie_scepter, Zombie Scepter
twilightforest:shield_scepter, Scepter of Fortification
twilightforest:ore_meter, Ore Meter [WIP]
twilightforest:magic_map:0, Magic Map
twilightforest:maze_map:0, Maze Map
twilightforest:ore_map:0, Maze/Ore Map
twilightforest:raven_feather, Raven Feather
twilightforest:magic_map_focus, Magic Map Focus
twilightforest:maze_map_focus, Maze Map Focus
twilightforest:liveroot, Liveroot
twilightforest:ironwood_raw, Raw Ironwood Materials
twilightforest:ironwood_ingot, Ironwood Ingot
twilightforest:ironwood_helmet, Ironwood Helm
twilightforest:ironwood_chestplate, Ironwood Plate
twilightforest:ironwood_leggings, Ironwood Legs
twilightforest:ironwood_boots, Ironwood Boots
twilightforest:ironwood_sword, Ironwood Sword
twilightforest:ironwood_shovel, Ironwood Shovel
twilightforest:ironwood_pickaxe, Ironwood Pick
twilightforest:ironwood_axe, Ironwood Axe
twilightforest:ironwood_hoe, Ironwood Hoe
twilightforest:torchberries, Torchberries
twilightforest:raw_venison, Raw Venison
twilightforest:cooked_venison, Venison Steak
twilightforest:hydra_chop, Hydra Chop
twilightforest:fiery_blood, Fiery Blood
twilightforest:fiery_tears, Fiery Tears
twilightforest:trophy:0, Naga Trophy
twilightforest:trophy:1, Twilight Lich Trophy
twilightforest:trophy:2, Hydra Trophy
twilightforest:trophy:3, Ur-Ghast Trophy
twilightforest:trophy:4, Knight Phantom Trophy
twilightforest:trophy:5, Snow Queen Trophy
twilightforest:trophy:6, Minoshroom Trophy
twilightforest:trophy:8, Questing Ram Trophy
twilightforest:fiery_ingot, Fiery Ingot
twilightforest:fiery_helmet, Fiery Helm
twilightforest:fiery_chestplate, Fiery Plate
twilightforest:fiery_leggings, Fiery Legs
twilightforest:fiery_boots, Fiery Boots
twilightforest:fiery_sword, Fiery Sword
twilightforest:fiery_pickaxe, Fiery Pick
twilightforest:steeleaf_ingot, Steeleaf
twilightforest:steeleaf_helmet, Steeleaf Helm
twilightforest:steeleaf_chestplate, Steeleaf Plate
twilightforest:steeleaf_leggings, Steeleaf Legs
twilightforest:steeleaf_boots, Steeleaf Boots
twilightforest:steeleaf_sword, Steeleaf Sword
twilightforest:steeleaf_shovel, Steeleaf Shovel
twilightforest:steeleaf_pickaxe, Steeleaf Pick
twilightforest:steeleaf_axe, Steeleaf Axe
twilightforest:steeleaf_hoe, Steeleaf Hoe
twilightforest:minotaur_axe_gold, Golden Minotaur Axe
twilightforest:minotaur_axe, Diamond Minotaur Axe
twilightforest:mazebreaker_pickaxe, Mazebreaker
twilightforest:transformation_powder, Transformation Powder
twilightforest:raw_meef, Raw Meef
twilightforest:cooked_meef, Meef Steak
twilightforest:meef_stroganoff, Meef Stroganoff
twilightforest:maze_wafer, Maze Wafer
twilightforest:magic_map_empty, Blank Magic Map
twilightforest:maze_map_empty, Blank Maze Map
twilightforest:ore_map_empty, Blank Maze/Ore Map
twilightforest:ore_magnet, Ore Magnet
twilightforest:crumble_horn, Crumble Horn
twilightforest:peacock_fan, Peacock Feather Fan
twilightforest:moonworm_queen, Moonworm Queen
twilightforest:charm_of_life_1, Charm of Life I
twilightforest:charm_of_life_2, Charm of Life II
twilightforest:charm_of_keeping_1, Charm of Keeping I
twilightforest:charm_of_keeping_2, Charm of Keeping II
twilightforest:charm_of_keeping_3, Charm of Keeping III
twilightforest:tower_key, Tower Key
twilightforest:borer_essence, Borer Essence
twilightforest:carminite, Carminite
twilightforest:experiment_115, Experiment 115
twilightforest:armor_shard, Armor Shard
twilightforest:knightmetal_ingot, Knightmetal Ingot
twilightforest:armor_shard_cluster, Armor Shard Cluster
twilightforest:knightmetal_helmet, Knightly Helm
twilightforest:knightmetal_chestplate, Knightly Plate
twilightforest:knightmetal_leggings, Knightly Greaves
twilightforest:knightmetal_boots, Knightly Boots
twilightforest:knightmetal_sword, Knightly Sword
twilightforest:knightmetal_pickaxe, Knightly Pick
twilightforest:knightmetal_axe, Knightly Axe
twilightforest:knightmetal_shield, Knightly Shield
twilightforest:phantom_helmet, Phantom Helm
twilightforest:phantom_chestplate, Phantom Plate
twilightforest:lamp_of_cinders, Lamp of Cinders
twilightforest:alpha_fur, Alpha Yeti Fur
twilightforest:yeti_helmet, Yeti Horned Helm
twilightforest:yeti_chestplate, Yeti Jacket
twilightforest:yeti_leggings, Yeti Leggings
twilightforest:yeti_boots, Yeti Boots
twilightforest:ice_bomb, Ice Bomb
twilightforest:arctic_fur, Arctic Fur
twilightforest:arctic_helmet, Arctic Hood
twilightforest:arctic_chestplate, Arctic Jacket
twilightforest:arctic_leggings, Arctic Leggings
twilightforest:arctic_boots, Arctic Boots
twilightforest:magic_beans, Magic Beans
twilightforest:giant_pickaxe, Giant's Pickaxe
twilightforest:giant_sword, Giant's Sword
twilightforest:triple_bow, Tri-bow
twilightforest:seeker_bow, Seeker Bow
twilightforest:ice_bow, Ice Bow
twilightforest:ender_bow, Ender Bow
twilightforest:ice_sword, Ice Sword
twilightforest:glass_sword, Glass Sword
twilightforest:knightmetal_ring, Knightmetal Loop
twilightforest:block_and_chain, Block and Chain
twilightforest:cube_talisman, Talisman of the Cube
twilightforest:cube_of_annihilation, Cube of Annihilation
twilightforest:moon_dial, Moon Dial
twilightforest:twilight_log:0, Twilight Oak Wood
twilightforest:twilight_log:1, Canopy Tree Wood
twilightforest:twilight_log:2, Mangrove Wood
twilightforest:twilight_log:3, Darkwood
twilightforest:root:0, Roots
twilightforest:root:1, Liveroots
twilightforest:twilight_leaves:0, Twilight Oak Leaves
twilightforest:twilight_leaves:1, Canopy Tree Leaves
twilightforest:twilight_leaves:2, Mangrove Leaves
twilightforest:twilight_leaves:3, Rainbow Oak Leaves
twilightforest:firefly, Firefly
twilightforest:cicada, Cicada
twilightforest:maze_stone:0, Mazestone
twilightforest:maze_stone:1, Mazestone Brick
twilightforest:maze_stone:2, Chiseled Mazestone
twilightforest:maze_stone:3, Decorative Mazestone Brick
twilightforest:maze_stone:4, Cracked Mazestone Brick
twilightforest:maze_stone:5, Mossy Mazestone Brick
twilightforest:maze_stone:6, Mazestone Mosaic
twilightforest:maze_stone:7, Mazestone Border
twilightforest:hedge:0, Hedge
twilightforest:boss_spawner:0, Naga Spawner
twilightforest:boss_spawner:1, Lich Spawner
twilightforest:boss_spawner:2, Hydra Spawner
twilightforest:boss_spawner:3, Ur-Ghast Spawner
twilightforest:boss_spawner:4, Knight Phantoms Spawner
twilightforest:boss_spawner:5, Snow Queen Spawner
twilightforest:boss_spawner:6, Minoshroom Spawner
twilightforest:boss_spawner:7, Alpha Yeti Spawner
twilightforest:boss_spawner:9, tile.twilightforest.BossSpawner.9.name
twilightforest:firefly_jar, Firefly Jar
twilightforest:twilight_plant:0, Moss Patch
twilightforest:twilight_plant:1, Mayapple
twilightforest:twilight_plant:2, Clover Patch [WIP]
twilightforest:twilight_plant:3, Fiddlehead
twilightforest:twilight_plant:4, Mushgloom
twilightforest:twilight_plant:5, Forest Grass
twilightforest:twilight_plant:6, Dried Bush
twilightforest:twilight_plant:7, Torchberry Plant
twilightforest:twilight_plant:8, Root Strands
twilightforest:twilight_plant:9, Leaf Pile
twilightforest:uncrafting_table, Uncrafting Table
twilightforest:fire_jet:0, Smoking Block
twilightforest:fire_jet:3, Fire Jet
twilightforest:fire_jet:1, Encased Smoker
twilightforest:fire_jet:6, Encased Fire Jet
twilightforest:naga_stone:0, Nagastone Head
twilightforest:naga_stone:1, Nagastone
twilightforest:twilight_sapling:0, Sickly Twilight Oak Sapling
twilightforest:twilight_sapling:1, Canopy Tree Sapling
twilightforest:twilight_sapling:2, Twilight Mangrove Sapling
twilightforest:twilight_sapling:3, Darkwood Sapling
twilightforest:twilight_sapling:4, Robust Twilight Oak Sapling
twilightforest:twilight_sapling:5, Tree of Time Sapling
twilightforest:twilight_sapling:6, Tree of Transformation Sapling
twilightforest:twilight_sapling:7, Miner's Tree Sapling
twilightforest:twilight_sapling:8, Sorting Tree Sapling
twilightforest:twilight_sapling:9, Rainbow Oak Sapling
twilightforest:moonworm, Moonworm
twilightforest:magic_log:0, Timewood
twilightforest:magic_log:1, Transwood
twilightforest:magic_log:2, Minewood
twilightforest:magic_log:3, Sortingwood
twilightforest:magic_leaves:0, Timewood Leaves
twilightforest:magic_leaves:1, Leaves of Transformation
twilightforest:magic_leaves:2, Miner's Leaves
twilightforest:magic_leaves:3, Sorting Leaves
twilightforest:magic_log_core:0, Timewood Clock
twilightforest:magic_log_core:1, Heart of Transformation
twilightforest:magic_log_core:2, Minewood Core
twilightforest:magic_log_core:3, Sortingwood Engine
twilightforest:tower_wood:0, Towerwood Planks
twilightforest:tower_wood:1, Encased Towerwood
twilightforest:tower_wood:2, Cracked Towerwood
twilightforest:tower_wood:3, Mossy Towerwood
twilightforest:tower_wood:4, Infested Towerwood
twilightforest:tower_device:0, Reappearing Block
twilightforest:tower_device:2, Vanishing Block
twilightforest:tower_device:4, Locked Vanishing Block
twilightforest:tower_device:5, Unlocked Vanishing Block
twilightforest:tower_device:6, Carminite Builder
twilightforest:tower_device:9, Anti-builder
twilightforest:tower_device:10, Ghast Trap
twilightforest:tower_device:12, Carminite Reactor
twilightforest:stronghold_shield, Stronghold Shield
twilightforest:trophy_pedestal:0, Trophy Pedestal
twilightforest:aurora_block, Aurora Block
twilightforest:underbrick:0, Underbrick
twilightforest:underbrick:1, Mossy Underbrick
twilightforest:underbrick:2, Cracked Underbrick
twilightforest:underbrick:3, Underbrick Floor
twilightforest:thorns:0, Thorns
twilightforest:thorns:1, Green Thorns
twilightforest:burnt_thorns, Burnt Thorns
twilightforest:thorn_rose, Thorn Rose
twilightforest:twilight_leaves_3:0, Thorn Leaves
twilightforest:twilight_leaves_3:1, Beanstalk Leaves
twilightforest:deadrock:0, Weathered Deadrock
twilightforest:deadrock:1, Cracked Deadrock
twilightforest:deadrock:2, Deadrock
twilightforest:dark_leaves, Darkwood Leaves
twilightforest:aurora_pillar, Aurora Pillar
twilightforest:aurora_slab:0, Aurora Slab
twilightforest:trollsteinn, Trollsteinn
twilightforest:wispy_cloud, Wispy Cloud
twilightforest:fluffy_cloud, Fluffy Cloud
twilightforest:giant_cobblestone, Giant Cobblestone
twilightforest:giant_log, Giant Log
twilightforest:giant_leaves, Giant Leaves
twilightforest:giant_obsidian, Giant Obsidian
twilightforest:uberous_soil, Uberous Soil
twilightforest:huge_stalk, Huge Stalk
twilightforest:huge_mushgloom, Huge Mushgloom
twilightforest:trollvidr, Trollvidr
twilightforest:unripe_trollber, Unripe Trollber
twilightforest:trollber, Trollber
twilightforest:knightmetal_block, Block of Knightmetal
twilightforest:huge_lilypad, Huge Lily Pad
twilightforest:huge_waterlily, Huge Water Lily
twilightforest:slider:0, Slide Trap
twilightforest:slider:1, Slide Trap 1
twilightforest:slider:2, Slide Trap 2
twilightforest:slider:3, Slide Trap 3
twilightforest:castle_brick:0, Castle Brick
twilightforest:castle_brick:1, Worn Castle Brick
twilightforest:castle_brick:2, Cracked Castle Brick
twilightforest:castle_brick:3, Castle Roof Tile
twilightforest:castle_brick:4, Mossy Castle Brick
twilightforest:castle_brick:5, Thick Castle Brick
twilightforest:castle_stairs_brick, Castle Brick Stairs
twilightforest:castle_stairs_cracked, Cracked Castle Brick Stairs
twilightforest:castle_stairs_worn, Worn Castle Brick Stairs
twilightforest:castle_stairs_mossy, Mossy Castle Brick Stairs
twilightforest:castle_pillar:0, Encased Castle Brick Pillar
twilightforest:castle_pillar:1, Encased Castle Brick Tile
twilightforest:castle_pillar:2, Bold Castle Brick Pillar
twilightforest:castle_pillar:3, Bold Castle Brick Tiles
twilightforest:castle_stairs:0, Encased Castle Brick Stairs
twilightforest:castle_stairs:8, Bold Castle Brick Stairs
twilightforest:castle_rune_brick:0, Pink Castle Rune Brick
twilightforest:castle_rune_brick:1, Blue Castle Rune Brick
twilightforest:castle_rune_brick:2, Yellow Castle Rune Brick
twilightforest:castle_rune_brick:3, Violet Castle Rune Brick
twilightforest:force_field:0, Violet Force Field
twilightforest:force_field:1, Pink Force Field
twilightforest:force_field:2, Orange Force Field
twilightforest:force_field:3, Green Force Field
twilightforest:force_field:4, Blue Force Field
twilightforest:cinder_furnace, Cinder Furnace [NYI]
twilightforest:cinder_log, Cinder Log [NYI]
twilightforest:castle_door:0, Yellow Castle Door
twilightforest:castle_door:1, Violet Castle Door
twilightforest:castle_door:2, Pink Castle Door
twilightforest:castle_door:3, Blue Castle Door
twilightforest:miniature_structure:0, Miniature Twilight Portal [NYI]
twilightforest:miniature_structure:1, Miniature Hedge Maze [NYI]
twilightforest:miniature_structure:2, Miniature Hollow Hill [NYI]
twilightforest:miniature_structure:3, Miniature Quest Grove [NYI]
twilightforest:miniature_structure:4, Miniature Mushroom Castle [NYI]
twilightforest:miniature_structure:5, Miniature Naga Courtyard [NYI]
twilightforest:miniature_structure:6, Miniature Lich Tower [NYI]
twilightforest:miniature_structure:7, Miniature Minotaur Labyrinth [NYI]
twilightforest:miniature_structure:8, Miniature Hydra's Lair [NYI]
twilightforest:miniature_structure:9, Miniature Goblin Stronghold [NYI]
twilightforest:miniature_structure:10, Miniature Dark Tower [NYI]
twilightforest:miniature_structure:11, Miniature Yeti Cave [NYI]
twilightforest:miniature_structure:12, Miniature Aurora Palace [NYI]
twilightforest:miniature_structure:13, Miniature Troll Cave and House in the Clouds [NYI]
twilightforest:miniature_structure:14, Miniature Final Castle [NYI]
